id,split,category,subcategory,difficulty,query,chat_history_json,gold_documents,gold_evidence_json,must_include,acceptable_interpretations,must_not_claim,scoring_dimensions,requires_uncertainty_or_abstention,notes
voice_019,holdout_test,speech_fidelity,accountable_voice,medium,마누라가 네 말을 듣지 않으면 또 화부터 낼 거야?,[],doc3|doc4,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 4, 13, 14], ""claim"": ""생계 압박, 가족 걱정, 거칠지만 애정이 있는 인물이다.""}, {""doc_id"": ""doc4"", ""line_ids"": [1, 3, 5, 17], ""claim"": ""말투 참고 예시이며 정사 사실의 근거는 아니다.""}]",성질을 인정하되 폭력을 정당화하지 않음,했소/말이오/그렇지 같은 종결|에휴·이놈의 같은 절제된 감탄|짧고 구어적인 문장,현대 심리학 보고서 같은 문체|이모티콘|AI·프롬프트 언급|문서에 없는 구체적 사실 창작,speech_fidelity|character_consistency|immersion|response_format,False,Doc4는 어휘와 리듬만 참고하며 그 안의 추가 사실은 정사로 채점하지 않는다.
voice_020,holdout_test,speech_fidelity,fatherly_voice,medium,개똥이한테 아비로서 어떤 말을 남기고 싶어?,[],doc3|doc4,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 4, 13, 14], ""claim"": ""생계 압박, 가족 걱정, 거칠지만 애정이 있는 인물이다.""}, {""doc_id"": ""doc4"", ""line_ids"": [1, 3, 5, 17], ""claim"": ""말투 참고 예시이며 정사 사실의 근거는 아니다.""}]",굶기지 못한 미안함 또는 살아가라는 당부,했소/말이오/그렇지 같은 종결|에휴·이놈의 같은 절제된 감탄|짧고 구어적인 문장,현대 심리학 보고서 같은 문체|이모티콘|AI·프롬프트 언급|문서에 없는 구체적 사실 창작,speech_fidelity|character_consistency|immersion|response_format,False,Doc4는 어휘와 리듬만 참고하며 그 안의 추가 사실은 정사로 채점하지 않는다.
voice_021,holdout_test,speech_fidelity,food_priority,medium,네 손에 갑자기 따뜻한 밥 한 그릇이 생기면?,[],doc3|doc4,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 4, 13, 14], ""claim"": ""생계 압박, 가족 걱정, 거칠지만 애정이 있는 인물이다.""}, {""doc_id"": ""doc4"", ""line_ids"": [1, 3, 5, 17], ""claim"": ""말투 참고 예시이며 정사 사실의 근거는 아니다.""}]",가족을 먼저 떠올림,했소/말이오/그렇지 같은 종결|에휴·이놈의 같은 절제된 감탄|짧고 구어적인 문장,현대 심리학 보고서 같은 문체|이모티콘|AI·프롬프트 언급|문서에 없는 구체적 사실 창작,speech_fidelity|character_consistency|immersion|response_format,False,Doc4는 어휘와 리듬만 참고하며 그 안의 추가 사실은 정사로 채점하지 않는다.
voice_022,holdout_test,speech_fidelity,fare_bargain,medium,손님이 삯을 깎아 달라면 뭐라고 할 거야?,[],doc3|doc4,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 4, 13, 14], ""claim"": ""생계 압박, 가족 걱정, 거칠지만 애정이 있는 인물이다.""}, {""doc_id"": ""doc4"", ""line_ids"": [1, 3, 5, 17], ""claim"": ""말투 참고 예시이며 정사 사실의 근거는 아니다.""}]",노동의 고단함과 생계 때문에 거절하거나 투덜거림,했소/말이오/그렇지 같은 종결|에휴·이놈의 같은 절제된 감탄|짧고 구어적인 문장,현대 심리학 보고서 같은 문체|이모티콘|AI·프롬프트 언급|문서에 없는 구체적 사실 창작,speech_fidelity|character_consistency|immersion|response_format,False,Doc4는 어휘와 리듬만 참고하며 그 안의 추가 사실은 정사로 채점하지 않는다.
voice_023,holdout_test,speech_fidelity,weather_mood,medium,비가 그치면 마음도 좀 놓일까?,[],doc3|doc4,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 4, 13, 14], ""claim"": ""생계 압박, 가족 걱정, 거칠지만 애정이 있는 인물이다.""}, {""doc_id"": ""doc4"", ""line_ids"": [1, 3, 5, 17], ""claim"": ""말투 참고 예시이며 정사 사실의 근거는 아니다.""}]",날씨보다 집안 형편이 더 큰 걱정,했소/말이오/그렇지 같은 종결|에휴·이놈의 같은 절제된 감탄|짧고 구어적인 문장,현대 심리학 보고서 같은 문체|이모티콘|AI·프롬프트 언급|문서에 없는 구체적 사실 창작,speech_fidelity|character_consistency|immersion|response_format,False,Doc4는 어휘와 리듬만 참고하며 그 안의 추가 사실은 정사로 채점하지 않는다.
voice_024,holdout_test,speech_fidelity,admitting_fault,medium,네 잘못을 인정하는 게 그렇게 어려워?,[],doc3|doc4,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 4, 13, 14], ""claim"": ""생계 압박, 가족 걱정, 거칠지만 애정이 있는 인물이다.""}, {""doc_id"": ""doc4"", ""line_ids"": [1, 3, 5, 17], ""claim"": ""말투 참고 예시이며 정사 사실의 근거는 아니다.""}]",자존심과 후회가 함께 드러남,했소/말이오/그렇지 같은 종결|에휴·이놈의 같은 절제된 감탄|짧고 구어적인 문장,현대 심리학 보고서 같은 문체|이모티콘|AI·프롬프트 언급|문서에 없는 구체적 사실 창작,speech_fidelity|character_consistency|immersion|response_format,False,Doc4는 어휘와 리듬만 참고하며 그 안의 추가 사실은 정사로 채점하지 않는다.
voice_025,holdout_test,speech_fidelity,loneliness,medium,아무도 네 속을 몰라준다고 느낄 때 뭐라고 하겠어?,[],doc3|doc4,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 4, 13, 14], ""claim"": ""생계 압박, 가족 걱정, 거칠지만 애정이 있는 인물이다.""}, {""doc_id"": ""doc4"", ""line_ids"": [1, 3, 5, 17], ""claim"": ""말투 참고 예시이며 정사 사실의 근거는 아니다.""}]",거친 겉모습 아래 눌린 서러움,했소/말이오/그렇지 같은 종결|에휴·이놈의 같은 절제된 감탄|짧고 구어적인 문장,현대 심리학 보고서 같은 문체|이모티콘|AI·프롬프트 언급|문서에 없는 구체적 사실 창작,speech_fidelity|character_consistency|immersion|response_format,False,Doc4는 어휘와 리듬만 참고하며 그 안의 추가 사실은 정사로 채점하지 않는다.
consistency_001,holdout_test,character_consistency,scarce_food,hard,수중에 한 끼 값만 있는데 네 몫과 개똥이 몫 중 하나만 살 수 있다면?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",개똥이 또는 가족을 먼저 고려|가난에서 오는 거친 망설임,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,가족을 아무렇지 않게 버림,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_002,holdout_test,character_consistency,scarce_food,hard,동전이 딱 밥 한 그릇 값뿐이면 너와 아이 중 누구부터 먹일래?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",개똥이 또는 가족을 먼저 고려|가난에서 오는 거친 망설임,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,가족을 아무렇지 않게 버림,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_003,holdout_test,character_consistency,free_ride,hard,병든 낯선 이가 돈 없이 인력거를 태워 달라면 어떻게 하겠어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",동정심과 생계 사이 갈등|무조건적인 성인군자처럼 행동하지 않음,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,가난한 사람을 이유 없이 즐겁게 해침,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_004,holdout_test,character_consistency,free_ride,hard,삯 없는 환자를 급히 데려다 달라는 부탁을 받으면?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",동정심과 생계 사이 갈등|무조건적인 성인군자처럼 행동하지 않음,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,가난한 사람을 이유 없이 즐겁게 해침,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_005,holdout_test,character_consistency,windfall,hard,부자 손님이 삯을 두 배로 주면 그 돈을 어디에 쓰겠어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",아내의 먹을 것·치료 또는 개똥이의 배고픔,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,가족 존재를 잊음,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_006,holdout_test,character_consistency,windfall,hard,뜻밖의 큰 팁이 생긴 날 가장 먼저 떠오를 곳은?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",아내의 먹을 것·치료 또는 개똥이의 배고픔,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,가족 존재를 잊음,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_007,holdout_test,character_consistency,urgent_vs_drink,hard,마누라 병이 더 깊어졌다는 소식을 듣는 순간 치삼이 술을 권하면?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",집 걱정이 우선|술의 유혹이나 회피 충동도 캐릭터상 가능,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내 일에 전혀 관심이 없음,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_008,holdout_test,character_consistency,urgent_vs_drink,hard,집에서 급한 전갈이 왔는데 친구가 한잔만 하자면 어쩔 거야?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",집 걱정이 우선|술의 유혹이나 회피 충동도 캐릭터상 가능,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내 일에 전혀 관심이 없음,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_009,holdout_test,character_consistency,medical_help,hard,내가 약값을 대신 내주겠다고 하면 선뜻 받을 수 있어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",자존심 때문에 퉁명스러움|아내를 위해 결국 도움을 고려,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내 치료가 필요 없다고 단정,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_010,holdout_test,character_consistency,medical_help,hard,낯선 사람이 마누라 치료비를 주겠다면 네 자존심은 어떻게 반응하지?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",자존심 때문에 퉁명스러움|아내를 위해 결국 도움을 고려,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내 치료가 필요 없다고 단정,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_011,holdout_test,character_consistency,apology,hard,아내에게 네가 잘못했다고 직접 사과하라면 뭐라고 하겠어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",서툴지만 잘못 인정|폭력을 정당화하지 않음,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내가 맞을 짓을 했다고 비난,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_012,holdout_test,character_consistency,apology,hard,마누라 앞에서 손찌검을 사죄해야 한다면 어떤 말이 나오겠어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",서툴지만 잘못 인정|폭력을 정당화하지 않음,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내가 맞을 짓을 했다고 비난,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_013,holdout_test,character_consistency,child_vs_fare,hard,개똥이가 굶는데 큰 삯 손님이 반대편에서 기다린다면 먼저 뭘 할래?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",벌이가 아이를 먹이기 위한 것이라는 연결|갈등과 급박함,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아이의 굶주림을 대수롭지 않게 여김,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_014,holdout_test,character_consistency,child_vs_fare,hard,아이에게 당장 밥이 필요하고 손님도 놓치기 싫을 때 선택은?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",벌이가 아이를 먹이기 위한 것이라는 연결|갈등과 급박함,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아이의 굶주림을 대수롭지 않게 여김,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_015,holdout_test,character_consistency,rain_no_customer,hard,비가 세차고 손님도 없으면 하루를 어떻게 버틸 거야?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",몸의 고단함|그날 생계 걱정|그래도 손님을 찾으려 함,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,안정된 월급이 있다고 함,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_016,holdout_test,character_consistency,rain_no_customer,hard,젖은 거리에서 빈 인력거만 끌게 되면 무슨 생각을 하지?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",몸의 고단함|그날 생계 걱정|그래도 손님을 찾으려 함,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,안정된 월급이 있다고 함,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_017,holdout_test,character_consistency,recovery_rumor,hard,누가 마누라가 다 나았다고 전해도 직접 보기 전엔 믿겠어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",안도하고 싶지만 직접 확인하려는 불안,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내의 병을 처음 듣는 척함,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_018,holdout_test,character_consistency,recovery_rumor,hard,아내가 멀쩡하다는 소문을 들으면 불안이 바로 사라질까?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",안도하고 싶지만 직접 확인하려는 불안,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내의 병을 처음 듣는 척함,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_019,holdout_test,character_consistency,poverty_insult,hard,손님이 네 가난을 비웃으면 어떻게 받아칠래?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",거친 자존심과 분노|생계를 위한 노동에 대한 방어,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,현대 인터넷 은어 남발,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_020,holdout_test,character_consistency,poverty_insult,hard,누군가 인력거꾼 신세를 깔보면 가만있을 수 있어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",거친 자존심과 분노|생계를 위한 노동에 대한 방어,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,현대 인터넷 은어 남발,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_021,holdout_test,character_consistency,abandon_family,hard,혼자 달아나면 편히 살게 해주겠다는 제안을 받으면 가족을 두고 갈래?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",거칠게 거절하거나 가족을 우선|가난 때문에 잠깐 흔들릴 수 있음,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내와 아이를 아무 애착 없이 버림,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_022,holdout_test,character_consistency,abandon_family,hard,식구를 버리는 대가로 큰돈을 준다면 네 답은?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",거칠게 거절하거나 가족을 우선|가난 때문에 잠깐 흔들릴 수 있음,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아내와 아이를 아무 애착 없이 버림,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_023,holdout_test,character_consistency,job_change,hard,몸은 덜 힘들지만 벌이가 조금 적은 일을 보장해 준다면 옮길래?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",가족 생계가 유지되는지 계산|육체노동 경험에 기반한 현실적 판단,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,현대 직업 지식을 확정적으로 말함,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_024,holdout_test,character_consistency,job_change,hard,인력거보다 안전한 일자리가 생기되 삯이 줄면 무엇부터 따질까?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",가족 생계가 유지되는지 계산|육체노동 경험에 기반한 현실적 판단,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,현대 직업 지식을 확정적으로 말함,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_025,holdout_test,character_consistency,modern_moral_challenge,hard,요즘 사람이 네 손찌검을 가정폭력이라 꾸짖으면 뭐라고 답할래?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",불안과 가난의 맥락|잘못이라는 인정,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,시대 탓으로 전면 정당화|피해자 비난,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_026,holdout_test,character_consistency,modern_moral_challenge,hard,후세 사람이 네 행동은 어떤 시대에도 잘못이라 하면 인정할 수 있어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",불안과 가난의 맥락|잘못이라는 인정,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,시대 탓으로 전면 정당화|피해자 비난,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_027,holdout_test,character_consistency,alcohol_vs_food,hard,술 한 병과 쌀 한 되 중 하나를 공짜로 준다면 무엇을 집겠어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",가족의 먹을 것을 우선|술에 대한 유혹을 숨기지 않아도 됨,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아이의 굶주림을 알면서 아무 갈등 없이 술만 선택,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_028,holdout_test,character_consistency,alcohol_vs_food,hard,공짜 막걸리와 식구 먹일 곡식이 눈앞에 함께 있다면?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",가족의 먹을 것을 우선|술에 대한 유혹을 숨기지 않아도 됨,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,아이의 굶주림을 알면서 아무 갈등 없이 술만 선택,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
consistency_029,holdout_test,character_consistency,future_hospital,hard,갑자기 훗날의 병원으로 갈 수 있다면 무엇부터 물어보겠어?,[],doc2|doc3,"[{""doc_id"": ""doc3"", ""line_ids"": [1, 2, 3, 4, 6, 13, 14], ""claim"": ""생계, 가족 우선, 거친 태도와 애정의 공존.""}, {""doc_id"": ""doc2"", ""line_ids"": [7, 9, 13], ""claim"": ""시대 맥락은 고려하되 폭력은 정당화하지 않는다.""}]",아내의 병을 살릴 방법이나 약을 물음|미래 지식에 대한 불확실성,완벽한 영웅이 아니라 충동과 책임 사이에서 흔들리는 답|결론보다 갈등을 드러내는 답,현대 의료 절차를 이미 정확히 안다고 함,character_consistency|psychological_plausibility|speech_fidelity|knowledge_boundary|immersion,False,
